first,last,nickname,height_cm,weight,reach,stance,wins,losses,draws,sig_strikes_landed,sig_strikes_attempted,takedowns_landed,takedowns_attempted,str_landed_per_min,str_absorbed_per_min,td_avg_per_15min,sub_avg_per_15min,str_defense_pct,td_defense_pct,knockdown_avg,striking_accuracy_pct,takedown_accuracy_pct,ko_wins,ko_win_percentage,dec_wins,dec_win_percentage,sub_wins,sub_win_percentage,avg_fight_time_minutes
Kevin,Lee,The Motown Phenom,175.26,170.0,77.0,Orthodox,18,8,0,843.0,1995.0,32.0,106.0,3.88,3.6,3.18,0.76,,,0.07,42.0,43.0,3.0,16.0,8.0,42.0,8.0,42.0,11.433333333333334
Rocky,Lee,,175.26,145.0,,Orthodox,3,2,0,37.0,72.0,,10.0,2.47,5.33,1.0,0.0,,,0.0,51.0,10.0,0.0,0.0,1.0,33.0,2.0,67.0,15.0
Andrea,Lee,KGB,167.64,125.0,69.0,Orthodox,13,11,0,924.0,2032.0,3.0,42.0,4.62,3.91,1.65,0.6,,,0.08,45.0,52.0,3.0,23.0,5.0,38.0,5.0,38.0,14.283333333333331
JeongYeong,Lee,Korean Tiger,177.8,145.0,73.0,Orthodox,11,3,0,160.0,324.0,,3.0,3.38,3.82,0.63,0.32,,,0.32,49.0,67.0,4.0,36.0,4.0,36.0,3.0,27.0,7.9
JungHyun,Lee,The Phenom,165.1,125.0,65.0,Orthodox,8,1,0,,,,,,,,,,,,,,,,,,,,
ChangHo,Lee,,172.72,135.0,69.0,Orthodox,11,2,0,,,,,,,,,,,,,,,,,,,,
Macksom,Lee,,185.42,135.0,75.0,Orthodox,9,1,0,,,,,,,,,,,,,,,,,,,,
YiSak,Lee,The Tank,182.88,185.0,72.0,Orthodox,8,2,0,,,,,,,,,,,,,,,,,,,,
Ricky,Legere Jr.,IE Bad Boy,172.72,170.0,,,14,4,0,,,,,,,,,,,,,,,,,,,,
Sherron,Leggett,Rob Roy,172.72,155.0,,Southpaw,21,6,0,33.0,64.0,,5.0,2.86,2.08,5.19,0.0,,,0.0,52.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,5.783333333333333
Cheyden,Leialoha,Steadfast,172.72,135.0,73.0,Orthodox,6,0,0,28.0,98.0,,6.0,1.87,3.2,2.0,0.0,,,0.0,29.0,33.0,1.0,17.0,2.0,33.0,3.0,50.0,15.0
Claudia,Leite,,160.02,135.0,64.0,Orthodox,8,3,0,19.0,40.0,,4.0,1.27,1.73,1.0,1.0,,0.0,,48.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Thales,Leites,,185.42,185.0,78.0,Orthodox,28,9,0,562.0,1387.0,35.0,135.0,2.13,2.99,2.1,1.14,,,0.23,41.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,12.566666666666666
Jovan,Leka,,193.04,259.0,75.0,Orthodox,11,2,0,24.0,32.0,,1.0,1.6,0.6,1.0,1.0,,,0.0,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Stefan,Leko,Blitz,187.96,215.0,,Orthodox,0,3,0,,,,,,,,,,,,,,,,,,,,
Gabe,Lemley,,172.72,155.0,,Orthodox,13,9,0,6.0,17.0,,,0.82,6.03,0.0,0.0,,0.0,,35.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,7.3
Amanda,Lemos,,162.56,115.0,65.0,Southpaw,15,6,1,445.0,804.0,1.0,17.0,2.75,3.01,1.02,0.74,,,0.56,55.0,65.0,8.0,53.0,4.0,27.0,3.0,20.0,10.766666666666667
Giacomo,Lemos,,190.5,247.0,75.0,Orthodox,6,0,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Christophe,Leninger,,182.88,200.0,,Southpaw,3,4,0,,,,,,,,,,,,,,,,,,,,
Jesse,Lennox,The Ox,175.26,170.0,72.0,Orthodox,14,4,0,132.0,412.0,,6.0,2.69,3.2,1.22,0.31,,,0.0,32.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,12.266666666666667
Jean Francois,Lenogue,,182.88,185.0,,Orthodox,16,17,3,,,,,,,,,,,,,,,,,,,,
Nik,Lentz,The Carny,172.72,145.0,68.0,Orthodox,30,12,2,1079.0,2267.0,59.0,210.0,3.44,3.25,3.3,1.24,,,0.1,48.0,33.0,11.0,37.0,11.0,37.0,8.0,27.0,12.566666666666666
Alberta Cerra,Leon,,172.72,238.0,,,0,1,0,,,,,,,,,,,,,,,,,,,,
Victoria,Leonardo,Fury,165.1,125.0,64.0,Orthodox,9,7,0,154.0,397.0,,18.0,3.22,4.81,1.57,0.0,,,0.0,39.0,28.0,1.0,11.0,4.0,44.0,4.0,44.0,7.966666666666667
Anthony,Leone,,167.64,135.0,,Orthodox,15,8,0,34.0,64.0,,11.0,1.94,2.52,1.72,0.0,,0.0,,53.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75
Chad,Leonhardt,The Boss,182.88,170.0,,,9,4,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Kimo,Leopoldo,,190.5,235.0,,Orthodox,10,7,1,5.0,6.0,,2.0,0.76,2.12,4.55,2.27,,0.0,,83.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1333333333333333
Michael,Lerma,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,
Lukasz,Les,,,170.0,,,8,3,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Brock,Lesnar,,190.5,265.0,81.0,Orthodox,5,3,0,217.0,301.0,,29.0,3.53,2.11,3.9,0.49,,,0.49,72.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,6.833333333333333
Frank,Lester,,180.34,170.0,,Orthodox,11,6,0,8.0,22.0,,2.0,2.18,3.82,0.0,0.0,,0.0,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665
Valerie,Letourneau,Trouble,170.18,115.0,68.0,Orthodox,8,6,0,441.0,1161.0,,11.0,4.51,5.4,0.77,0.31,,,0.15,38.0,45.0,4.0,57.0,2.0,29.0,1.0,14.0,16.283333333333335
Leah,Letson,Nidas,170.18,145.0,71.0,Southpaw,5,3,0,90.0,215.0,,2.0,3.06,3.84,0.51,0.0,,,0.0,42.0,50.0,3.0,60.0,2.0,40.0,0.0,0.0,14.716666666666669
Justin,Levens,The Executioner,180.34,185.0,,Orthodox,10,7,0,11.0,23.0,,2.0,1.24,3.15,1.69,5.07,,,0.0,48.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.216666666666667
Marcus,LeVesseur,The Prospect,175.26,155.0,70.0,Southpaw,22,7,0,69.0,107.0,,19.0,2.55,3.7,3.89,0.56,,,0.0,64.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
David,Levicki,,195.58,275.0,,,1,3,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Kyle,Levinton,,,,,,0,3,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Natan,Levy,Lethal,175.26,155.0,71.0,Southpaw,8,2,0,232.0,442.0,3.0,36.0,3.7,3.19,5.03,0.48,,,0.0,52.0,58.0,0.0,0.0,5.0,63.0,3.0,38.0,12.533333333333331
John,Lewis,,182.88,155.0,,Southpaw,3,4,3,0.0,1.0,,,0.0,4.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
Derrick,Lewis,The Black Beast,190.5,260.0,79.0,Orthodox,29,13,0,675.0,1354.0,5.0,38.0,2.46,2.57,0.55,0.0,,,0.6,50.0,26.0,24.0,83.0,4.0,14.0,1.0,3.0,8.833333333333334
Bevon,Lewis,,190.5,185.0,79.0,Orthodox,7,3,0,238.0,542.0,,15.0,3.73,2.67,0.0,0.0,,,0.47,44.0,0.0,3.0,50.0,3.0,50.0,0.0,0.0,10.633333333333333
Brandon,Lewis,,162.56,135.0,70.0,Orthodox,6,2,0,65.0,221.0,,13.0,2.17,3.63,1.0,0.0,,,0.0,29.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Malik,Lewis,Hard Knock,182.88,155.0,75.0,Orthodox,6,2,0,94.0,208.0,,15.0,4.16,5.66,3.98,0.0,,,0.0,45.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,11.316666666666666
Chi,Lewis-Parry,Chopper,205.74,243.0,,,7,0,1,,,,,,,,,,,,,,,,,,,,
Li,Jingliang,The Leech,182.88,170.0,71.0,Orthodox,19,9,0,846.0,1994.0,8.0,36.0,4.46,3.95,1.19,0.0,,,0.79,42.0,42.0,10.0,53.0,5.0,26.0,4.0,21.0,10.533333333333331
Li,Yunfeng,,172.72,135.0,68.0,Orthodox,9,5,0,,,,,,,,,,,,,,,,,,,,
Liang,Na,The Dragon Girl,165.1,125.0,67.0,Orthodox,19,8,0,58.0,137.0,3.0,12.0,1.99,3.95,3.6,0.51,,,0.0,42.0,58.0,7.0,41.0,0.0,0.0,10.0,59.0,7.283333333333333
Jess,Liaudin,The Joker,175.26,170.0,72.0,Orthodox,20,11,0,90.0,175.0,,15.0,2.46,2.76,3.28,1.64,,,0.82,51.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,7.316666666666666
Chuck,Liddell,The Iceman,187.96,205.0,76.0,Orthodox,21,8,0,610.0,1696.0,,8.0,2.97,2.71,0.44,0.0,,,1.17,36.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,8.916666666666666
Rodrigo,Lidio,Dynamis,180.34,155.0,73.0,Orthodox,12,3,0,3.0,6.0,,,0.97,0.0,0.0,0.0,,,0.0,50.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,3.083333333333333
Sam,Liera,,,,,,12,10,0,3.0,5.0,,,0.82,7.36,0.0,0.0,,,0.0,60.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665
Zach,Light,,172.72,170.0,,Orthodox,9,11,0,9.0,27.0,,1.0,0.81,1.9,1.36,0.0,,0.0,,33.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.533333333333333
Scott,Lighty,,187.96,205.0,,,6,2,0,24.0,113.0,,1.0,2.91,4.24,0.0,0.0,,0.0,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.116666666666666
Chris,Liguori,,175.26,185.0,,Orthodox,15,10,0,,,,,,,,,,,,,,,,,,,,
Donnie,Liles,,175.26,170.0,,Orthodox,17,7,0,27.0,65.0,,7.0,2.25,1.75,2.5,1.25,,0.0,,42.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,11.983333333333333
Jae Suk,Lim,,175.26,170.0,,Orthodox,17,6,0,3.0,6.0,,1.0,2.43,4.05,12.16,0.0,,,0.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2333333333333334
Hyun Gyu,Lim,The Ace,190.5,170.0,77.0,Orthodox,13,7,1,286.0,697.0,1.0,1.0,4.45,5.07,0.23,0.23,,,0.93,41.0,100.0,10.0,77.0,1.0,8.0,2.0,15.0,9.183333333333334
GwanWoo,Lim,The Giant,187.96,145.0,74.0,Southpaw,5,2,0,,,,,,,,,,,,,,,,,,,,
Juliana,Lima,Ju Thai,165.1,115.0,65.0,Orthodox,9,5,0,186.0,422.0,11.0,35.0,1.94,2.11,1.72,0.0,,,0.0,44.0,31.0,2.0,22.0,7.0,78.0,0.0,0.0,13.7
Dhiego,Lima,,187.96,170.0,75.0,Orthodox,17,9,0,297.0,761.0,6.0,23.0,3.12,3.88,1.26,0.63,,,0.32,39.0,35.0,4.0,24.0,8.0,47.0,5.0,29.0,8.666666666666666
Douglas,Lima,The Phenom,185.42,170.0,,,29,6,0,,,,,,,,,,,,,,,,,,,,
Mabelly,Lima,,157.48,135.0,,Orthodox,7,1,0,46.0,73.0,,5.0,3.07,5.67,0.0,0.0,,,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Andre,Lima,Mascote,170.18,125.0,67.0,Orthodox,11,0,0,268.0,446.0,1.0,8.0,4.06,2.49,1.36,1.14,,,0.0,60.0,75.0,5.0,45.0,5.0,45.0,1.0,9.0,13.183333333333334
Felipe,Lima,Jungle Boy,167.64,135.0,68.0,Orthodox,14,2,0,118.0,262.0,1.0,22.0,2.86,2.91,2.18,0.73,,,0.0,45.0,27.0,4.0,29.0,7.0,50.0,3.0,21.0,13.75
Miguel,Linares,,,,,,2,4,0,14.0,28.0,,,6.51,8.84,0.0,0.0,,0.0,,50.0,6.51,0.0,0.0,0.0,0.0,0.0,0.0,5.583333333333333
Emiliano,Linares,Golden Bull,172.72,145.0,72.0,Orthodox,8,2,0,,,,,,,,,,,,,,,,,,,,
Matt,Lindland,The Law,182.88,185.0,74.0,Southpaw,22,9,0,444.0,874.0,,70.0,2.62,1.56,3.01,1.33,,,0.09,51.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,8.916666666666666
Jake,Lindsey,The Librarian,180.34,155.0,,Switch,12,7,0,79.0,150.0,,3.0,3.44,4.01,0.65,0.0,,,0.0,53.0,33.0,5.0,56.0,2.0,22.0,2.0,22.0,7.65
John,Lineker,Hands of Stone,160.02,135.0,67.0,Orthodox,31,9,0,1010.0,2514.0,6.0,12.0,5.36,4.27,0.56,0.64,,,0.96,40.0,58.0,14.0,45.0,13.0,42.0,4.0,13.0,11.766666666666667
Austin,Lingo,Lights Out,177.8,145.0,70.0,Orthodox,9,3,0,267.0,709.0,1.0,3.0,3.86,4.86,0.43,0.0,,,0.43,38.0,67.0,3.0,33.0,4.0,44.0,2.0,22.0,13.833333333333334
Lucio,Linhares,,187.96,185.0,,Orthodox,19,8,0,16.0,71.0,,4.0,0.99,3.47,1.86,1.86,,,0.0,23.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,8.066666666666666
Philipe,Lins,Monstro,187.96,205.0,78.0,Orthodox,18,5,0,241.0,491.0,,21.0,3.8,3.59,1.65,0.0,,,0.24,49.0,33.0,9.0,50.0,5.0,28.0,4.0,22.0,10.583333333333334
Tainara,Lisboa,Thai Panther,170.18,135.0,67.0,Orthodox,7,4,0,108.0,244.0,1.0,19.0,2.01,2.88,1.67,0.28,,,0.0,44.0,32.0,3.0,43.0,1.0,14.0,3.0,43.0,13.466666666666669
Dean,Lister,The Boogeyman,185.42,185.0,75.0,Orthodox,13,7,0,86.0,256.0,,54.0,1.3,2.98,1.81,1.13,,,0.0,34.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.033333333333331
Wesley,Little,,193.04,205.0,,,4,8,0,,,,,,,,,,,,,,,,,,,,
Adam,Livingston,Bomb,187.96,155.0,71.0,Orthodox,6,1,0,,,,,,,,,,,,,,,,,,,,
James,Llontop,Goku,182.88,155.0,73.0,Orthodox,14,5,0,276.0,661.0,,6.0,5.57,4.12,0.0,0.0,,,0.61,42.0,0.0,7.0,50.0,6.0,43.0,1.0,7.0,12.383333333333333
Abner,Lloveras,Skullman,180.34,155.0,,,20,9,1,94.0,189.0,,10.0,6.27,6.87,2.0,0.0,,0.0,,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Brian,Lo-A-Njoe,,170.18,155.0,,Orthodox,6,10,3,,,,,,,,,,,,,,,,,,,,
John,Lober,The Machine,180.34,199.0,,Orthodox,5,9,4,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Artem,Lobov,The Russian Hammer,175.26,145.0,65.0,Southpaw,13,15,1,405.0,977.0,3.0,12.0,3.52,4.82,0.39,0.0,,,0.0,41.0,25.0,4.0,31.0,7.0,54.0,2.0,15.0,16.433333333333334
Dylan,Lockard,,175.26,145.0,72.0,Orthodox,6,2,0,17.0,32.0,,5.0,1.31,3.31,2.31,1.16,,,1.16,53.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,12.983333333333333
Ryan,Loder,Man of Steel,187.96,185.0,76.0,Southpaw,8,3,0,56.0,81.0,1.0,7.0,5.1,2.46,1.37,1.37,,,0.0,69.0,14.0,5.0,63.0,3.0,38.0,0.0,0.0,3.6666666666666665
Sean,Loeffler,The Destroyer,190.5,185.0,,Orthodox,31,5,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Christian,Lohsen,Hollywood,187.96,155.0,77.0,Southpaw,4,2,0,79.0,160.0,,10.0,5.27,6.93,0.0,2.0,,0.0,,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
David,Loiseau,The Crow,182.88,185.0,76.0,Orthodox,23,11,0,166.0,372.0,,7.0,1.59,3.64,0.43,0.14,,,0.57,45.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6
Hector,Lombard,,175.26,185.0,71.0,Southpaw,34,10,1,484.0,1045.0,15.0,37.0,3.02,3.35,1.69,0.47,,,0.66,46.0,49.0,22.0,65.0,8.0,24.0,4.0,12.0,11.45
Michael,Lombardo,The Don,182.88,170.0,72.0,Orthodox,11,2,0,44.0,70.0,,23.0,1.47,2.63,2.5,0.0,,,0.0,63.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Rocky,Long,,,145.0,,,21,37,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Thomas,Longacre,,175.26,145.0,,Orthodox,6,1,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Loma,Lookboonmee,,154.94,115.0,61.0,Orthodox,10,5,0,519.0,931.0,1.0,34.0,3.58,2.45,1.76,0.1,,,0.0,56.0,50.0,1.0,10.0,8.0,80.0,1.0,10.0,13.166666666666666
Ange,Loosa,The Last Ninja,177.8,170.0,74.0,Orthodox,10,5,0,519.0,1126.0,,41.0,5.46,6.59,2.53,0.16,,,0.16,46.0,39.0,5.0,50.0,4.0,40.0,1.0,10.0,13.583333333333334
Lucas,Lopes,,187.96,185.0,,,29,19,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Dileno,Lopes,,165.1,135.0,,,19,3,0,71.0,196.0,,16.0,2.37,3.33,2.5,1.5,,,0.0,36.0,31.0,4.0,21.0,3.0,16.0,12.0,63.0,15.0
Diego,Lopes,,180.34,145.0,72.0,Orthodox,27,8,0,458.0,956.0,,14.0,3.83,4.56,0.88,1.38,,,0.63,48.0,50.0,11.0,41.0,4.0,15.0,12.0,44.0,11.966666666666669
Bruno,Lopes,The Brazilian Cowboy,187.96,205.0,74.0,Orthodox,14,3,0,112.0,258.0,5.0,23.0,2.88,4.21,1.93,0.0,,,0.0,43.0,22.0,6.0,43.0,3.0,21.0,5.0,36.0,7.783333333333333
Arthur,Lopes,Demolidor,187.96,234.0,77.0,Southpaw,6,2,0,,,,,,,,,,,,,,,,,,,,
Ivan,Lopez,,167.64,135.0,,Southpaw,14,3,1,12.0,46.0,,,0.9,2.24,0.0,0.0,,,0.0,26.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,13.4
Steve,Lopez,,180.34,155.0,,Orthodox,13,6,1,29.0,120.0,,,1.39,2.69,0.0,0.0,,,0.0,24.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,10.4
Federico,Lopez,Kiko,162.56,139.0,,Orthodox,10,6,0,,,,,,,,,,,,,,,,,,,,
Jorge,Lopez,,177.8,170.0,,Orthodox,11,5,0,74.0,124.0,,17.0,2.47,2.57,3.5,0.0,,,0.0,60.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Christopher,Lopez,,177.8,170.0,,,9,1,0,,,,,,,,,,,,,,,,,,,,
Matthew,Lopez,,170.18,135.0,69.0,Southpaw,10,4,0,212.0,416.0,11.0,25.0,3.13,3.73,3.32,1.33,,,0.0,51.0,60.0,5.0,50.0,2.0,20.0,3.0,30.0,11.3
Benito,Lopez,Golden Boy,177.8,135.0,73.0,Switch,10,2,0,233.0,513.0,,,4.39,5.18,0.0,0.28,,,0.28,45.0,4.39,3.0,30.0,5.0,50.0,2.0,20.0,10.616666666666667
Gustavo,Lopez,,165.1,135.0,67.0,Orthodox,12,6,1,107.0,266.0,,12.0,2.48,3.87,1.74,0.7,,,0.0,40.0,42.0,6.0,50.0,1.0,8.0,5.0,42.0,10.8
Alik,Lorenz,,187.96,205.0,77.0,Orthodox,6,2,0,,,,,,,,,,,,,,,,,,,,
Brendan,Loughnane,,177.8,145.0,70.0,Switch,17,3,0,187.0,296.0,,10.0,6.23,6.7,1.5,0.0,,,0.5,63.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Nate,Loughran,,187.96,185.0,,Orthodox,11,2,0,26.0,65.0,,3.0,1.81,4.11,0.0,2.09,,0.0,,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.183333333333334
Caolan,Loughran,The Don,167.64,135.0,68.0,Orthodox,10,2,0,43.0,96.0,,12.0,2.87,5.8,5.0,0.0,,0.0,,45.0,42.0,5.0,50.0,3.0,30.0,2.0,20.0,15.0
Rashard,Lovelace,,,155.0,,,4,1,0,,,,,,,,,,,,,,,,,,,,
Ian,Loveland,The Barn Owl,172.72,145.0,,Orthodox,18,10,0,122.0,304.0,,8.0,2.71,2.36,1.0,0.33,,,0.67,40.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Jakob,Lovstad,The Striking Viking,190.5,205.0,,Orthodox,11,4,0,,,,,,,,,,,,,,,,,,,,
Waylon,Lowe,,170.18,145.0,,Southpaw,16,7,0,101.0,181.0,,29.0,1.88,2.4,4.47,0.28,,,0.0,56.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,10.733333333333333
Brandon,Lowe,,,155.0,,,2,1,0,,,,,,,,,,,,,,,,,,,,
Joe,Lowry,,180.34,155.0,73.0,Orthodox,9,2,0,,,,,,,,,,,,,,,,,,,,
Lu,Kai,The Last Gladiator,175.26,145.0,69.0,Orthodox,8,5,0,43.0,98.0,,4.0,3.76,5.51,2.62,2.62,,,0.0,44.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.816666666666667
Lu,Zhengyong,,,125.0,,,12,7,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Robert,Lucarelli,,187.96,245.0,,,0,1,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Matt,Lucas,Luke Duke,185.42,205.0,,,15,3,0,19.0,39.0,,10.0,1.27,3.93,1.0,0.0,,0.0,,49.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Cleber,Luciano,,167.64,155.0,,,14,6,0,,,,,,,,,,,,,,,,,,,,
Stephanie,Luciano,Rondinha,167.64,115.0,65.0,Orthodox,7,2,1,,,,,,,,,,,,,,,,,,,,
Iasmin,Lucindo,,160.02,115.0,66.0,Orthodox,18,6,0,318.0,699.0,,27.0,3.22,2.8,2.28,0.15,,,0.0,45.0,56.0,8.0,44.0,7.0,39.0,3.0,17.0,14.1
Duane,Ludwig,Bang,177.8,170.0,70.0,Orthodox,21,14,0,482.0,1080.0,,12.0,4.62,3.05,0.43,0.14,,,0.43,45.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4
Lawrence,Lui,Lok Yin,170.18,135.0,72.0,Orthodox,8,1,0,137.0,345.0,7.0,32.0,3.72,3.32,5.3,0.0,,,0.82,40.0,41.0,4.0,50.0,4.0,50.0,0.0,0.0,12.266666666666667
Mike,Lullo,,172.72,145.0,,Orthodox,8,3,0,63.0,174.0,,18.0,2.48,4.84,1.18,0.59,,0.0,,36.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,12.716666666666669
Juan Andres,Luna,,170.18,125.0,72.0,Orthodox,12,1,0,49.0,155.0,,4.0,3.27,3.0,0.0,0.0,,0.0,,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Paula,Luna,La Prodigia,157.48,125.0,62.0,Orthodox,5,3,0,,,,,,,,,,,,,,,,,,,,
Santiago,Luna,BorderBoy,175.26,135.0,74.0,Orthodox,8,0,0,155.0,292.0,,7.0,4.74,2.76,2.3,0.92,,,0.92,53.0,71.0,3.0,38.0,1.0,13.0,4.0,50.0,10.883333333333333
Dalcha,Lungiambula,Champion,172.72,185.0,76.0,Orthodox,11,6,0,215.0,477.0,4.0,22.0,3.07,3.93,2.14,0.0,,,0.21,45.0,45.0,5.0,45.0,5.0,45.0,1.0,9.0,10.0
Alexandru,Lungu,,182.88,385.0,,Orthodox,14,4,0,,,,,,,,,,,,,,,,,,,,
Vicente,Luque,The Silent Assassin,180.34,185.0,75.0,Orthodox,24,12,1,1135.0,2230.0,6.0,29.0,4.8,5.24,0.89,0.7,,,0.7,51.0,48.0,11.0,46.0,3.0,13.0,10.0,42.0,9.466666666666669
Thaddeus,Luster,,190.5,210.0,,,0,1,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Travis,Lutter,The Serial Killer,180.34,185.0,75.0,Orthodox,10,6,0,19.0,59.0,,25.0,0.41,2.42,1.95,0.65,,,0.32,32.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,7.716666666666667
Joilton,Lutterbach,Peregrino,185.42,185.0,75.0,Orthodox,38,9,0,,,,,,,,,,,,,,14.0,37.0,11.0,29.0,13.0,34.0,
Tucker,Lutz,Top Gun,172.72,145.0,72.0,Orthodox,12,4,0,310.0,661.0,4.0,25.0,3.74,3.25,1.99,0.18,,,0.0,47.0,44.0,6.0,50.0,4.0,33.0,2.0,17.0,13.8
Lv,Zhenhong,,172.72,145.0,67.0,Switch,16,6,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Stevie,Lynch,,177.8,170.0,,Orthodox,5,2,0,7.0,28.0,,,2.47,7.06,0.0,0.0,,0.0,,25.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,2.833333333333333
Adam,Lynn,,177.8,155.0,,Orthodox,17,10,0,7.0,11.0,,2.0,1.47,6.95,0.0,0.0,,,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.883333333333333
Chris,Lytle,Lights Out,180.34,170.0,68.0,Orthodox,31,18,5,883.0,1948.0,,20.0,3.76,3.03,0.7,2.36,,,0.13,45.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,10.666666666666666
Dong Hyun,Ma,Maestro,180.34,155.0,70.0,Orthodox,16,11,3,235.0,567.0,,13.0,2.84,4.1,1.27,0.0,,,0.18,41.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,10.333333333333334
Pawan,Maan,,170.18,155.0,70.0,Orthodox,7,3,1,11.0,25.0,,,0.89,2.98,0.0,0.0,,0.0,,44.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,12.4
William,Macario,Patolino,180.34,170.0,75.0,Orthodox,9,3,0,200.0,364.0,,11.0,4.92,3.96,1.85,0.0,,,0.0,55.0,45.0,6.0,75.0,1.0,13.0,1.0,13.0,10.15
Jason,MacDonald,The Athlete,190.5,185.0,80.0,Orthodox,25,16,0,130.0,246.0,,49.0,1.55,2.7,1.43,1.97,,,0.0,53.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,5.983333333333333
Rob,MacDonald,Maximus,190.5,205.0,78.0,Orthodox,5,4,0,15.0,30.0,,5.0,1.8,2.04,7.19,5.39,,,0.0,50.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,2.783333333333333
Rory,MacDonald,Red King,182.88,170.0,76.0,Orthodox,19,4,0,667.0,1570.0,,44.0,3.75,2.8,1.77,0.42,,,0.08,42.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7
Ryan,MacDonald,Main Event,180.34,135.0,71.0,Switch,10,2,0,45.0,155.0,,3.0,2.28,6.49,0.0,0.0,,0.0,,29.0,0.0,3.0,30.0,4.0,40.0,3.0,30.0,9.866666666666667
Clayton,MacFarlane,,,170.0,,,4,1,0,,,,,,,,,,,,,,,,,,,,
